#Deleted in new
chr22	20779945	20779946	20779946
#Deleted in new
chr22	20780030	20780031	20780031
#Deleted in new
chrX	49767831	49767832	49767832
#Deleted in new
chr17	34869149	34869150	34869150
#Deleted in new
chr10	7605100	7605101	7605101
#Deleted in new
chr7	100608405	100608406	100608406
#Deleted in new
chr1	145442263	145442264	145442264
#Deleted in new
chr19	54872610	54872611	54872611
#Deleted in new
chr11	102738794	102738795	102738795
#Deleted in new
chr7	100610025	100610026	100610026
#Deleted in new
chr7	141988663	141988664	141988664
#Deleted in new
chr22	22868496	22868497	22868497
#Deleted in new
chr14	23006673	23006674	23006674
#Deleted in new
chr7	142028117	142028118	142028118
#Deleted in new
chr11	1220996	1220997	1220997
#Deleted in new
chr19	40405846	40405847	40405847
#Deleted in new
chr14	106994010	106994011	106994011
#Deleted in new
chr17	26699198	26699199	26699199
#Deleted in new
chrX	52818753	52818754	52818754
#Deleted in new
chr10	47087473	47087474	47087474
#Deleted in new
chr11	1220759	1220760	1220760
#Deleted in new
chr8	2020376	2020377	2020377
#Deleted in new
chr1	12898471	12898472	12898472
#Deleted in new
chr11	1221037	1221038	1221038
#Deleted in new
chr1	1585596	1585597	1585597
#Deleted in new
chr22	20780096	20780097	20780097
#Deleted in new
chr14	22392303	22392304	22392304
#Deleted in new
chr7	100613009	100613010	100613010
#Deleted in new
chr19	54755993	54755994	54755994
#Deleted in new
chr14	107178774	107178775	107178775
#Deleted in new
chr19	55209762	55209763	55209763
#Deleted in new
chr14	106330116	106330117	106330117
#Deleted in new
chr8	2048830	2048831	2048831
#Deleted in new
chr19	8808899	8808900	8808900
#Deleted in new
chr14	106974830	106974831	106974831
#Deleted in new
chr14	106380173	106380174	106380174
#Deleted in new
chr7	141942764	141942765	141942765
#Deleted in new
chr7	100607708	100607709	100607709
#Deleted in new
chr7	100608919	100608920	100608920
#Deleted in new
chrX	149583469	149583470	149583470
#Deleted in new
chr14	106993756	106993757	106993757
#Deleted in new
chr21	45514167	45514168	45514168
#Deleted in new
chrX	154578864	154578865	154578865
#Deleted in new
chr20	37063670	37063671	37063671
#Deleted in new
chr3	12046075	12046076	12046076
#Deleted in new
chr7	100612995	100612996	100612996
#Deleted in new
chr22	22868492	22868493	22868493
#Deleted in new
chr17	34442058	34442059	34442059
#Deleted in new
chr19	55236100	55236101	55236101
#Deleted in new
chr14	106721270	106721271	106721271
#Deleted in new
chr19	55209658	55209659	55209659
#Deleted in new
chr7	100607706	100607707	100607707
#Deleted in new
chr20	5948705	5948706	5948706
#Deleted in new
chr17	21544461	21544462	21544462
#Deleted in new
chr22	20780028	20780029	20780029
#Deleted in new
chr22	23260277	23260278	23260278
#Deleted in new
chr17	21544469	21544470	21544470
#Deleted in new
chr20	37063634	37063635	37063635
#Deleted in new
chr19	55236068	55236069	55236069
#Deleted in new
chr1	12855834	12855835	12855835
#Deleted in new
chr7	100371473	100371474	100371474
#Deleted in new
chr14	23020969	23020970	23020970
#Deleted in new
chr19	55143490	55143491	55143491
#Deleted in new
chr7	100607902	100607903	100607903
#Deleted in new
chr7	142250937	142250938	142250938
#Deleted in new
chr19	11541711	11541712	11541712
#Deleted in new
chr1	1585641	1585642	1585642
#Deleted in new
chr11	118529016	118529017	118529017
#Deleted in new
chr1	147096827	147096828	147096828
#Deleted in new
chr14	22634659	22634660	22634660
#Deleted in new
chr14	106721313	106721314	106721314
#Deleted in new
chr7	100612897	100612898	100612898
#Deleted in new
chr19	42027513	42027514	42027514
